nombre,empresa,email,telefono,whatsapp,instagram,linkedin,ciudad,pais,nicho,vertical,url,fuente,direccion,gmaps_id,fecha,status
,Premium Dental Medellín,,320 4010740,https://wa.me/573204010740,,,Medellin,Colombia,odontologos,empresas,http://premiumdentalmedellin.com/,google_maps,"Local 2101. CC Premium Plaza, El Poblado, La Candelaria, Medellín, Antioquia, Colombia",ChIJnRlISEooRI4RgiXCgtNNoyQ,2026-09-17,pendiente
,Tiago Odontología Medellín,,312 5039505,https://wa.me/573125039505,https://help.instagram.com/,,Medellin,Colombia,odontologos,empresas,https://www.instagram.com/tiago.odontomed/,google_maps,"Centro Comercial Obelisco, Cra. 74 #48-37 Ofi 1004, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",ChIJWW0-b1opRI4REsIyOnnHljs,2026-09-17,pendiente
,Ana Virgen Smile,,311 3669272,https://wa.me/573113669272,,,Medellin,Colombia,odontologos,empresas,,google_maps,"Cra. 52 #45 - 92 Loc 215, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",ChIJE-IAAQApRI4RCXYH3qWI1TQ,2026-09-17,pendiente
,Ortounión Clínica Odontológica,info@ortounion.com,311 7678677,https://wa.me/573117678677,https://www.instagram.com/ortounionsandiego,,Medellin,Colombia,odontologos,empresas,https://www.ortounion.com/,google_maps,"Centro Comercial SanDiego, bloque norte, consultorio 227A, Cl 34 #43-66, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",ChIJyymHy00oRI4REjcWrAEZk3E,2026-09-17,pendiente
,consultorio odontologico medellin,,315 6303571,https://wa.me/573156303571,https://help.instagram.com/,,Medellin,Colombia,odontologos,empresas,https://www.instagram.com/consultoriodontologicomedellin/,google_maps,"Cra. 74 #48-37, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",ChIJbQyhLcMpRI4RW0poWiyIwCE,2026-09-17,pendiente
,Odontología Ana María Martínez,,317 4283681,https://wa.me/573174283681,,,Medellin,Colombia,odontologos,empresas,,google_maps,"Cra 45, centro de medellín, Odontología Ana María Martínez, de, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",ChIJa5XH5f4pRI4REQMA5Dnwa0g,2026-09-17,pendiente
,Oral Elite Consultorio Odontológico,,300 4243602,https://wa.me/573004243602,https://www.instagram.com/oralelite?igsi=eXZmZnliajdqOGI3,,Medellin,Colombia,odontologos,empresas,https://oraleliteconsultorio.carrd.co/,google_maps,"Cl. 52 #43 - 84, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",ChIJT8f1A_goRI4Rx3SbbRrTgAs,2026-09-17,pendiente
,Camila Paredes Odontología,,,,,,Medellin,Colombia,odontologos,empresas,https://www.doctoralia.co/camila-paredes/odontologo/medellin,google_maps,"Centro Profesional Conquistadores, Cl. 34 #63B - 72 Consultorio 202 Consultorio 201, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",ChIJp7GjstApRI4RWyV6VvBGOr8,2026-09-17,pendiente
,Bioestética Dental,bioesteticadental69@gmail.com,302 7002000,https://wa.me/573027002000,https://www.google.com/url?q=https%3A%2F%2Fwww.instagram.com%2Fbioestetica_dental%2F%3Figshid%3DNmQ2ZmYxZjA%253D&sa=D&sntz=1&usg=AOvVaw2LhK4nN_kQyI84JYHTJcGM,,Medellin,Colombia,odontologos,empresas,https://sites.google.com/view/bioesteticadental/,google_maps,"Cq. 4 #66 b 6, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",ChIJzR00LcApRI4Rnlkhymbjgsw,2026-09-17,pendiente
,Oral Studio,,312 7093687,https://wa.me/573127093687,,,Medellin,Colombia,odontologos,empresas,https://www.oralstudio.com.co/,google_maps,"Cl. 19a # 44 - 25 Consultorio 2001, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",ChIJG-cvVsspRI4R9dtL7ru9uKI,2026-09-17,pendiente
,Dra. Lina Bonilla - Dermatóloga en Medellín | Asistencia Dermatológica Virtual,,300 7235268,https://wa.me/573007235268,https://www.instagram.com/linabonilla_dermatologa/,,Medellin,Colombia,dermatologo,empresas,https://linabonilla.com/,google_maps,"Clínica Oftalmológica de Sandiego, Cra. 43 #29-35 Consultorio 601, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",ChIJAQBAGEooRI4RV8-bDYBjeaY,2026-09-18,pendiente
,Dra. Claudia Gaviria Dermatólogo Medellín,,310 7728532,https://wa.me/573107728532,//www.instagram.com/dra.claudiagaviria/,,Medellin,Colombia,dermatologo,empresas,https://www.doctoralia.co/claudia-gaviria/dermatologo/medellin,google_maps,"Torre Médica 2 del Tesoro Consultorios, Cra. 25a #1A Sur - 45 1857, 1858 y 1859, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",ChIJOSvgagCDRo4R3Xkj0vzowaQ,2026-09-18,pendiente
,Dra. Yenny Andrades Dermatólogo Medellín,,321 6340513,https://wa.me/573216340513,https://www.instagram.com/yennyandradesdermatologa,,Medellin,Colombia,dermatologo,empresas,https://yennyandradesdermatologa.com/,google_maps,"Edificio Spazio, Cl. 33A #78a-49 Consultorio 713, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",ChIJtSwhLvgpRI4Ren8Lo5XaTQ4,2026-09-18,pendiente
,María Isabel Arredondo – MIA dermatología Medellín,,313 7844761,https://wa.me/573137844761,https://www.instagram.com/miadermatologia/,,Medellin,Colombia,dermatologo,empresas,https://miadermatologia.com/,google_maps,"Cra. 48 #19A – 40 Consultorio 1514, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",ChIJo41nEsgpRI4RvF9gzbrSEx4,2026-09-18,pendiente
,Dra Maritza Flórez Dermatólogo Medellín,cita_virtual@maritzaflorezdermatologo.com,305 2382277,https://wa.me/573052382277,https://www.instagram.com/dramaritzaflorez,,Medellin,Colombia,dermatologo,empresas,https://maritzaflorezdermatologo.com/,google_maps,"Torre #2 Médica El Tesoro Etapa 2, Cra. 25a #1A sur - 45 consultorio 1264, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",ChIJV4gZe5qCRo4Rzsdbo6KPjvw,2026-09-18,pendiente
,Dermatóloga Luisa Ríos - Dermatología Clínica y Estética - Dermatólogos Medellín - Consulta Dermatológica Niños y Adultos,,314 8766449,https://wa.me/573148766449,,,Medellin,Colombia,dermatologo,empresas,https://dermamedik.com/,google_maps,"Carrera 66B # 34A – 76 Centro Comercial Unicentro, Loc 242, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",ChIJI3K4-Q4pRI4RjGPjTwU9YKA,2026-09-18,pendiente
,Dra Laura Carvajal Dermatólogo Medellín,,310 7728532,https://wa.me/573107728532,//www.instagram.com/lauracarvajal.dermatologa/,,Medellin,Colombia,dermatologo,empresas,https://www.doctoralia.co/laura-carvajal-betancur/dermatologo/medellin,google_maps,"Carrera 25A # 1A Sur - 45 Torre Médica 2 del Tesoro consultorio 1857, 1858 y 1859, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",ChIJyyv3A-yDRo4RojsGUOQYXEs,2026-09-18,pendiente
,Dermatológica Laureles,servicioalcliente@dermatologica.co,(604) 4444005,,https://www.instagram.com/dermatologicadrogueria/,,Medellin,Colombia,dermatologo,empresas,https://www.dermatologica.com.co/,google_maps,"Tv. 39B #71 129, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",ChIJ9S_p8bcpRI4RRzEdfFHAKD4,2026-09-18,pendiente
,Tu Piel,info@tupiel.com.co,323 2247561,https://wa.me/573232247561,https://www.instagram.com/tupielmedellin/,,Medellin,Colombia,dermatologo,empresas,https://www.tupiel.com.co/,google_maps,"Cra. 43A #Local 1390, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",ChIJOctwNZSDRo4RjhqbUV3gH-o,2026-09-18,pendiente
,Más Derma - Dermatología Medellín,,305 3459897,https://wa.me/573053459897,,,Medellin,Colombia,dermatologo,empresas,,google_maps,"Clínica de Oftalmología San Diego, Cra. 43 #29 -35 Consultorio 702, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",ChIJs42XZoApRI4Rab7M3rb7Ibs,2026-09-18,pendiente
,Dr. Sneiderma,,320 5537380,https://wa.me/573205537380,,,Medellin,Colombia,dermatologo,empresas,https://dr-sneiderma.com/,google_maps,"Cra. 48 #19A - 40, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",ChIJkQTnnFQpRI4RAMlXM9bfBmw,2026-09-18,pendiente
,Cutánea,dermatologia.cutanea@gmail.com,301 4285828,https://wa.me/573014285828,https://www.instagram.com/cutaneadermatologia/,,Medellin,Colombia,dermatologo,empresas,http://www.dermatologiamedellin.info/,google_maps,"Cl. 54 #46-27 consultorio 1210, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",ChIJ9UF4cjopRI4RYDv7nOG_faQ,2026-09-18,pendiente
,Medical Skin - Clínica Dermatológica Medellín,,300 7255905,https://wa.me/573007255905,https://www.instagram.com/medicalskin_derma/,,Medellin,Colombia,dermatologo,empresas,http://medicalskinderma.com/,google_maps,"Cl. 2 Sur #46 - 159 Consultorio 1415, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",ChIJTWvBJn-DRo4R-KbgFFgG1fs,2026-09-18,pendiente
,"Dra. Eugenia Castañeda Gómez, Dermatólogo",,,,//www.instagram.com/eugedermatologa/?hl=es-la,,Medellin,Colombia,dermatologo,empresas,https://www.doctoralia.co/perfil/eugenia-castaneda-gomez?utm_source=google&utm_medium=gmb&utm_campaign=35178&utm_content=website,google_maps,"torre medica spazio, Av. 33 #78-98 consultorio 713, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",ChIJ5ZIsofgpRI4R49hbw7xTr30,2026-09-18,pendiente
,Dra. Laura Margarita Arango - Dermatóloga estética y clínica,,323 4311654,https://wa.me/573234311654,https://www.instagram.com/lm.dermatologa?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,,Medellin,Colombia,dermatologo,empresas,https://lmdermatologa.com/,google_maps,"Medical, Cl. 7 #39-107, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",ChIJxWiAqQODRo4R3XThJDBiaKs,2026-09-18,pendiente
,Dra. Catalina Franco Rúa,,304 4351964,https://wa.me/573044351964,,,Medellin,Colombia,dermatologo,empresas,https://www.catalinafrancodermatologa.com/,google_maps,"050021, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",ChIJo65Lf4CDRo4REN4diDC_yhM,2026-09-18,pendiente
,Epidermica,,(604) 3228435,,,,Medellin,Colombia,dermatologo,empresas,https://www.epidermicadermatologos.com/,google_maps,"Cra. 74 #48-37 consultorio 1033, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",ChIJ6bLhFy0pRI4R_1gNAINkFtY,2026-09-18,pendiente
,"Dra. Carolina Mesa, Dermatóloga",,316 4824181,https://wa.me/573164824181,,,Medellin,Colombia,dermatologo,empresas,,google_maps,"Torre Medical, Cl. 7 #39-107 consultorio 1313, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",ChIJWaY4zwSDRo4R9B-xBnF8TsM,2026-09-18,pendiente
,Diana Zuluaga Dermatóloga Medellín,,300 7843429,https://wa.me/573007843429,https://www.instagram.com/dianazuluagadermatologia/,,Medellin,Colombia,dermatologo,empresas,https://dradianazuluaga.com/,google_maps,"Carrera 25 A # 1 A Sur - 45 consultorio 1350 Parque Comercial El Tesoro Torre médica 2, El Poblado, Medellín, Antioquia, Colombia",ChIJL9h93M-DRo4RwpNxfR1XI80,2026-09-18,pendiente
,DermaMedik,,314 8766449,https://wa.me/573148766449,,,Medellin,Colombia,dermatologo,empresas,https://www.dermamedik.com/,google_maps,"Centro Comercial Unicentro, Cra 66B #34A-76 Local 242, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",ChIJ8y_WUMspRI4RNrk34OMK5ss,2026-09-18,pendiente
,Dentalisima Dentista Clínica Dental Brackets,rodrigo_101@dentalisima.com,55 2214 0597,,https://www.instagram.com/dentalisima,,Ciudad de Mexico,Mexico,odontologos,empresas,http://www.dentalisima.com/,google_maps,"Córdoba 95, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, México",ChIJuw-2H5H_0YUR5Sjfuc0L20c,2026-09-18,pendiente
,Clínica Drdiente - Polanco,,55 4545 3867,,https://www.instagram.com/clinicadrdiente/,,Ciudad de Mexico,Mexico,odontologos,empresas,https://clinicadrdiente.com/,google_maps,"Av. Pdte. Masaryk 83 Polanco, Polanco V Secc, Chapultepec Morales, Polanco, Miguel Hidalgo, 11560 Ciudad de México, CDMX, México",ChIJxZAHaNn50YURVEJOuc6wKB8,2026-09-18,pendiente
,"Dra. Maricela Torres Rubí, odontóloga",,55 4448 0462,,,,Ciudad de Mexico,Mexico,odontologos,empresas,,google_maps,"Eje 6 Holbein 217 Piso 10, consultorio 1004, Consultorio 1004, Noche Buena, Benito Juárez, 03720 Ciudad de México, CDMX, México",ChIJES-Qopb_0YURR4cm8yxln4A,2026-09-18,pendiente
,Clínica Drdiente - Roma Norte,,56 1016 7727,,https://www.instagram.com/clinicadrdiente/,,Ciudad de Mexico,Mexico,odontologos,empresas,https://www.clinicadrdiente.com/,google_maps,"Monterrey 147, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, México",ChIJpSIuEET_0YUROgD6lZlv2eU,2026-09-18,pendiente
,Dental Office-Consultorio Dental DENTISTA EN CDMX,,55 4524 7135,,,,Ciudad de Mexico,Mexico,odontologos,empresas,https://www.doctoralia.com.mx/z/k39qhJ,google_maps,"Av. Álvaro Obregón 74, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, México",ChIJ17VjH1z_0YUR3m96TJJHb7I,2026-09-18,pendiente
,En confianza con tu Dentista,,55 3577 6884,,,,Ciudad de Mexico,Mexico,odontologos,empresas,https://enconfianzacontudentista.mx/,google_maps,"Cerca de Metro Chabacano, Francisco Ayala 48, Vista Alegre, Cuauhtémoc, 06860 Ciudad de México, CDMX, México",ChIJwxhQyML-0YURmpMJWQ4qdZU,2026-09-18,pendiente
,La Clínica Dental (Roma),,55 8526 5090,,https://www.instagram.com/laclinicadental_mexico/,,Ciudad de Mexico,Mexico,odontologos,empresas,https://laclinicaroma.com.mx/,google_maps,"Colonia Roma, Cozumel 22, Cuauhtémoc, 06700 Ciudad de México, CDMX, México",ChIJW-rWhEj_0YURScovPGHKBrs,2026-09-18,pendiente
,Sonrisas Forever Salto del Agua,,55 8854 7356,,https://www.instagram.com/sonrisasforevermexico/,,Ciudad de Mexico,Mexico,odontologos,empresas,https://sonrisasaltodelagua.com.mx/,google_maps,"Av Arcos de Belén 2, Doctores, Cuauhtémoc, 06720 Ciudad de México, CDMX, México",ChIJmXHygx7_0YUR0x0M6yBUiyI,2026-09-18,pendiente
,Clinica Dental CliniDental Reforma,,56 4783 5574,,https://www.instagram.com/dra.jazzgarcia?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,,Ciudad de Mexico,Mexico,odontologos,empresas,https://www.clinidental.com.mx/,google_maps,"Río Nilo 88-interior piso 4, Cuauhtémoc, 06500 Ciudad de México, CDMX, México",ChIJna3HN14D0oURcmtELGXxmZA,2026-09-18,pendiente
,Clinde Salud Dental,clinde.odontologia@gmail.com,55 1713 4015,,https://www.instagram.com/clindesaluddental/,,Ciudad de Mexico,Mexico,odontologos,empresas,https://www.clindesaluddental.com/,google_maps,"Cda. Bajío 29, Roma Sur, Cuauhtémoc, 06760 Ciudad de México, CDMX, México",ChIJL2sctUgA0oUReU-oKSWmQuA,2026-09-18,pendiente
,Clínica Dental Samuel Máximo- Dentista 24 horas Urgencias,info@drsamuelmaximo.com,56 3851 2696,,https://www.instagram.com/clinicasamuelmaximo/?hl=es,,Ciudad de Mexico,Mexico,odontologos,empresas,https://drsamuelmaximo.com/,google_maps,"World Trade Center Montecito 38 Ciudad de México Piso 17, Ofc 10-11, Nápoles, Benito Juárez, 03810 Ciudad de México, CDMX, México",ChIJqV46eH3_0YUR3G8mc4nNcH0,2026-09-18,pendiente
,"Dentology - Dentista en Polanco, Ciudad de México",,56 2915 1755,,https://www.instagram.com/dentologyboutique/,,Ciudad de Mexico,Mexico,odontologos,empresas,https://www.dentology.com.mx/,google_maps,"Rubén Darío 38, Rincón del Bosque, Polanco V Secc, Miguel Hidalgo, 11580 Ciudad de México, CDMX, México",ChIJWccS84H_0YUR5gJGNXniGbs,2026-09-18,pendiente
,Dentista Maldonado,,55 3008 3102,,,,Ciudad de Mexico,Mexico,odontologos,empresas,,google_maps,"C. Río Elba 10, Cuauhtémoc, 06700 Ciudad de México, CDMX, México",ChIJheie0qj_0YURArhSGhKWlWA,2026-09-18,pendiente
,La Clínica Dental (Santa Fe),,55 8854 8352,,https://www.instagram.com/laclinicadental_mexico/,,Ciudad de Mexico,Mexico,odontologos,empresas,https://laclinicadentalsantafe.com/,google_maps,"Edificio Insitu, Torre A de Consultorios, Vasco de Quiroga 4001-Piso 8 D1, Santa Fe, Contadero, Cuajimalpa de Morelos, 05348 Ciudad de México, CDMX, México",ChIJJatAuC4H0oURo9ySoYBRkxQ,2026-09-18,pendiente
,Dental Digital,contactodd@clinicadentaldigital.mx,55 5525 3113,,https://www.instagram.com/dental.digital.mx/,,Ciudad de Mexico,Mexico,odontologos,empresas,https://www.clinicadentaldigital.mx/,google_maps,"Londres 45, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, México",ChIJm-VEidj_0YURYOX2eFnZV4w,2026-09-18,pendiente
,OR Clínica Dental,info@ordental.com.mx,55 5553 8279,,,,Ciudad de Mexico,Mexico,odontologos,empresas,http://www.ordental.com.mx/,google_maps,"Av. Mazatlan 131, Colonia Condesa, Cuauhtémoc, 06140 Ciudad de México, CDMX, México",ChIJGxh_SkP_0YURpt1ZBE23ia8,2026-09-18,pendiente
,Clínica Roma Dental,,55 1141 2644,,https://help.instagram.com/,,Ciudad de Mexico,Mexico,odontologos,empresas,https://www.instagram.com/romadental.oficial/,google_maps,"C. Manzanillo 100-Interior 801, Roma Sur, Cuauhtémoc, 06760 Ciudad de México, CDMX, México",ChIJnVTvnRX_0YURz-bgOfoazB0,2026-09-18,pendiente
,"Dra. Melissa Hernandez, Dentista - Odontólogo",,56 2320 1029,,//www.instagram.com/melissahernandez_ortodoncia?igsh=ODBldjd2cXozdXIx&utm_source=qr,,Ciudad de Mexico,Mexico,odontologos,empresas,https://www.doctoralia.com.mx/perfil/melissa-hernandez-7?utm_source=google&utm_medium=gmb&utm_campaign=449782&utm_content=website,google_maps,"Hegel 120, Chapultepec Morales, Polanco V Secc, Miguel Hidalgo, 11560 Ciudad de México, CDMX, México",ChIJEXb2u4gD0oURKV5q0uqaEEg,2026-09-18,pendiente
,La Clínica Dental (Lindavista),,55 8854 7357,,https://www.instagram.com/laclinicadental_mexico/,,Ciudad de Mexico,Mexico,odontologos,empresas,https://laclinica.com.mx/,google_maps,"Av. Montevideo 272, Lindavista, Gustavo A. Madero, 07300 Ciudad de México, CDMX, México",ChIJm3l1_KT50YURneBm32walfM,2026-09-18,pendiente
,La Clínica Dental (Mixcoac),,55 8854 5893,,https://www.instagram.com/laclinicadental_mexico/,,Ciudad de Mexico,Mexico,odontologos,empresas,https://laclinicadental.mx/,google_maps,"Av. Revolución 797, Mixcoac, Benito Juárez, 03700 Ciudad de México, CDMX, México",ChIJi6Lk4ID_0YUR1_P7KJd2_sA,2026-09-18,pendiente
,Downtown Dental Centre,,(416) 593-5111,,,,Toronto,Canada,odontologos,empresas,http://www.downtowndental.ca/,google_maps,"700 University Ave, Toronto, ON M5G 1X7, Canadá",ChIJV89hMqw0K4gRqO4BksM16So,2026-09-18,pendiente
,Atlas Dental,,(416) 597-0534,,https://www.instagram.com/atlasdentalto/,,Toronto,Canada,odontologos,empresas,https://www.atlasdental.ca/,google_maps,"2 Bloor St W #1903, Toronto, ON M4W 3E2, Canadá",ChIJzUvgaMk0K4gRQKK_YmzF8E0,2026-09-18,pendiente
,Alora Dental,smile@aloradental.ca,(416) 783-0303,,https://instagram.com/aloradental/,,Toronto,Canada,odontologos,empresas,https://www.aloradental.ca/,google_maps,"1912 Avenue Rd Unit 101, Toronto, ON M5M 4A1, Canadá",ChIJWw3W2kUzK4gRpEUSebi7l8w,2026-09-18,pendiente
,Cityview Family Dental Clinic,,(416) 883-0070,,https://www.instagram.com/cityviewdentaltoronto/,,Toronto,Canada,odontologos,empresas,https://cityviewdentaltoronto.com/,google_maps,"355 Bremner Blvd, Toronto, ON M5V 3V4, Canadá",ChIJ-Vrg9yc1K4gRIlsLrT6Od-Q,2026-09-18,pendiente
,Downtown Dental Clinic,smile@downtowndentalclinic.com,(416) 513-9494,,https://www.instagram.com/smileonyonge/,,Toronto,Canada,odontologos,empresas,http://www.downtowndentalclinic.com/,google_maps,"819 Yonge St, Toronto, ON M4W 2G9, Canadá",ChIJOwJxuK40K4gRHrVk0Nqh_1c,2026-09-18,pendiente
,St George Dental,info@sgdental.ca,(416) 551-6565,,,,Toronto,Canada,odontologos,empresas,https://www.stgeorgedental.ca/,google_maps,"183 College St, Toronto, ON M5T 1P7, Canadá",ChIJzbAKnsc0K4gR1v_JHyy801c,2026-09-18,pendiente
,The Richmond Dental Centre,,(416) 214-0508,,https://www.instagram.com/trdctoronto/,,Toronto,Canada,odontologos,empresas,https://www.therichmonddentalcentre.com/,google_maps,"294 Richmond St E #101, Toronto, ON M5A 1P5, Canadá",ChIJ2deJWTfL1IkRrUBgVopg0_g,2026-09-18,pendiente
,Waterview Family Dental Clinic,,(416) 368-2855,,https://www.instagram.com/waterviewdentaltoronto/,,Toronto,Canada,odontologos,empresas,https://www.waterviewdentaltoronto.com/,google_maps,"218 Queens Quay W, Toronto, ON M5J 2Y6, Canadá",ChIJVTJYfdU0K4gRImxXUN-mJVg,2026-09-18,pendiente
,Paste Dental,hello@pastedental.ca,(416) 639-8889,,https://www.instagram.com/paste.dental/?hl=en,,Toronto,Canada,odontologos,empresas,https://paste.dental/,google_maps,"373 King St W #2, Toronto, ON M5V 1K1, Canadá",ChIJYWy_f9o1K4gRtxqh0K1vdNU,2026-09-18,pendiente
,Soho Dental,info@sohodental.ca;,(416) 340-7646,,https://instagram.com/sohodental_toronto,,Toronto,Canada,odontologos,empresas,https://sohodental.ca/,google_maps,"147 Spadina Ave. Unit 104, Toronto, ON M5V 2L7, Canadá",ChIJG1ubn9s0K4gR0s6aLXmrRGQ,2026-09-18,pendiente
,Maxilla Dental Clinic - Bloor,info@maxilladental.com,(647) 562-0405,,https://www.instagram.com/maxilladental.ir,,Toronto,Canada,odontologos,empresas,https://maxilladental.com/,google_maps,"421 Bloor St E #205, Toronto, ON M4W 3T1, Canadá",ChIJJzOOJIPL1IkRpS7GNokFXQQ,2026-09-18,pendiente
,Midtown Dental,info@midtowndental.ca,(416) 966-3368,,https://www.instagram.com/midtowndentalto/,,Toronto,Canada,odontologos,empresas,https://www.midtowndental.ca/,google_maps,"20 Bloor St E Unit R4, Toronto, ON M4W 3G7, Canadá",ChIJ64KdcK40K4gRxXMYfG2HKZM,2026-09-18,pendiente
,City Dental on Bay,bay@citydentaltoronto.com,(647) 957-2500,,https://www.instagram.com/citydentaltoronto/,,Toronto,Canada,odontologos,empresas,http://citydentaltoronto.com/,google_maps,"1006 Bay St., Toronto, ON M5S 0C4, Canadá",ChIJw2EqF7E0K4gRELDwZG7ZW5k,2026-09-18,pendiente
